descricao,fipeid_marca,,fipeid_modelo,tipoveiculo
FORD,22,RANGER XLS 2.0 4X4 CD DIESEL AUT.,10830,0
FORD,22,RANGER XLS 2.8/2.8 STORM 4X4 CD TB DIES,880,0
FORD,22,RANGER XLS 3.0 V6 4X4 CD DIESEL AUT.,10831,0
FORD,22,RANGER XLT 3.0 V6 4X4 CD TB DIE. AUT.,10763,0
FORD,22,ROYALE GL 1.8/1.8I 2P E 4P,905,0
FORD,22,TERRITORY SEL 1.5 GTDI ECOBOOST AUT.,9163,0
FORD,22,TERRITORY TITANIUM 1.5 GTDI ECOBO. AUT.,9164,0
FORD,22,TRANSIT CHASSI 350E 2.0 ECOBLUE DIESEL,11110,0
FORD,22,TRANSIT CHASSI 470E 2.0 ECOBLUE DIESEL,11111,0
FORD,22,TRANSIT FURGÃO 2.0 CURTO TURBO DIESEL,9839,0
FORD,22,TRANSIT FURGÃO 2.0 LONGO TURBO DIE AUT.,10638,0
FORD,22,TRANSIT FURGÃO 2.0 LONGO TURBO DIESEL,9840,0
FORD,22,TRANSIT MINIBUS 15 LUG. 2.0 16V DIE AUT.,10639,0
FORD,22,TRANSIT MINIBUS 15 LUG. 2.0 16V DIESEL,9650,0
FORD,22,TRANSIT MINIBUS 18 LUG. 2.0 16V DIE AUT.,10640,0
FORD,22,TRANSIT MINIBUS 18 LUG. 2.0 16V DIESEL,9651,0
FORD,22,TRANSIT MINIBUS VIDRADA 2.0 16V DIE AUT.,10641,0
FORD,22,TRANSIT MINIBUS VIDRADA 2.0 16V DIESEL,9652,0
FOTON,191,AUMARK S 1217A 4X2 (DIESEL) (E6),10957,2
FOTON,191,AUMARK S 1217B 4X2 (DIESEL) (E6),10958,2
FOTON,190,AUMARK S 3.5 4X2 CURTO DIESEL (E6),11170,0
FOTON,190,AUMARK S 3.5 4X2 CURTO DIESEL (E6) AMT,11171,0
FOTON,190,AUMARK S 3.5 4X2 LONGO DIESEL (E6),11172,0
FOTON,190,AUMARK S 3.5 4X2 LONGO DIESEL (E6) AMT,11173,0
FOTON,191,AUMARK S 715 4X2 (DIESEL) (E6),10959,2
FOTON,191,AUMARK S 916 4X2 (DIESE) (E6),10960,2
FOTON,191,CITYTRUCK 11-16 3.8 TB 4X2 (DIESEL)(E5),9273,2
FOTON,191,CITYTRUCK 6.5-15 2.8 TB 4X2 (DIESEL)(E5),9271,2
FOTON,191,CITYTRUCK 9-16 3.8 TB 4X2 (DIESEL)(E5),10482,2
FOTON,191,IBLUE EV-6T 4X2 (ELÉTRICO),10772,2
FUSCO MOTOSEGURA,209,CARGA BAÚ 125CC,8377,1
FUSCO MOTOSEGURA,209,CARGA BAÚ 160CC,8378,1
FUSCO MOTOSEGURA,209,CARGA CAÇAMBA 125CC,8379,1
FUSCO MOTOSEGURA,209,CARGA CAÇAMBA 160CC,8380,1
FUSCO MOTOSEGURA,209,CARGA GÁS 160CC,8381,1
FUSCO MOTOSEGURA,209,WIT BAÚ 4500W CONVERCIONAL (ELÉTRICO),10845,1
FUSCO MOTOSEGURA,209,WIT CAÇAMBA 4500W (ELÉTRICO),10846,1
FUSCO MOTOSEGURA,209,WIT GÁS 4500W (ELÉTRICO),10847,1
FYBER,170,BUGGY FYBERX 1.6 8V,10365,0
GARINNI,143,GR08T4,4548,1
GARINNI,143,GR125S,5287,1
GARINNI,143,GR125ST,4738,1
GARINNI,143,GR125T3,4549,1
GARINNI,143,GR125U,4550,1
GARINNI,143,GR125Z,4551,1
GARINNI,143,GR150ST,4739,1
GARINNI,143,GR150U,4554,1
GARINNI,143,GR250T3,4787,1
GAS GAS,76,EC 50 ROOKIE ENDURO,2707,1
GM - CHEVROLET,23,ASTRA SEDAN 1.8 MPFI 8V 4P,9753,0
GM - CHEVROLET,23,ASTRA SEDAN GL 1.8 MPFI 4P,9629,0
GM - CHEVROLET,23,BLAZER EV RS 347CV (ELÉTRICO),11218,0
GM - CHEVROLET,23,BOLT EUV PREMIER 203CV (ELÉTRICO),10726,0
GM - CHEVROLET,23,BOLT EV PREMIER 203CV (ELÉTRICO),9042,0
GM - CHEVROLET,23,CAMARO SS COLLECTION 6.2 V8 16V,10946,0
GM - CHEVROLET,23,COBALT 1.8 8V ECONO.FLEX 4P AUT.,9588,0
GM - CHEVROLET,23,CORSA SEDAN 1.8 MPFI 8V 102CV 4P,1045,0
GM - CHEVROLET,23,CORSA SEDAN GL 1.6 MPFI 4P,1047,0
GM - CHEVROLET,23,CORSA WIND 1.0 MPFI / EFI 2P,1064,0
GM - CHEVROLET,23,CORVETTE 5.7/ 6.0, 6.2 CONV./STINGRAY,1068
GM - CHEVROLET,23,CORVETTE 5.7/ 6.0, 6.2 TARGA/STINGRAY,1069
GM - CHEVROLET,23,CRUZE MIDNIGHT 1.4 16V TB FLEX AUT.,9735,0
GM - CHEVROLET,23,CRUZE SPORT RS 1.4 16V TB FLEX 5P AUT.,9736,0
GM - CHEVROLET,23,EQUINOX ACTIV 1.5 TURBO 177CV AUT.,11294,0
GM - CHEVROLET,23,EQUINOX EV 292CV (ELÉTRICO),11261,0
GM - CHEVROLET,23,EQUINOX LT 1.5 TURBO 172CV AUT.,9081,0
GM - CHEVROLET,23,EQUINOX MIDNIGHT 1.5 TURBO 172CV AUT.,9082,0
GM - CHEVROLET,23,EQUINOX PREMIER 1.5 TURBO 172CV AUT.,9135,0
GM - CHEVROLET,23,EQUINOX RS 1.5 TURBO AUT.,11318,0
GM - CHEVROLET,23,LUMINA,1088,0
GM - CHEVROLET,23,MONTANA 1.2 TURBO FLEX 12V 4P MEC.,10401,0
GM - CHEVROLET,23,MONTANA 1.4 8V CONQUEST ECONOFLEX 2P,4383,0
GM - CHEVROLET,23,MONTANA ARENA 1.4 ECONOFLEX 8V 2P,5107,0
GM - CHEVROLET,23,MONTANA LT 1.2 TURBO FLEX 12V 4P MEC.,10402,0
GM - CHEVROLET,23,MONTANA LTZ 1.2 TURBO FLEX 12V 4P AUT.,10403,0
GM - CHEVROLET,23,MONTANA PREMIER 1.2 TURBO FLEX 12V AUT.,10404,0
GM - CHEVROLET,23,MONTANA RS 1.2 TURBO FLEX 12V AUT.,10759,0
GM - CHEVROLET,23,ONIX HATCH RS 1.0 TB 12V FLEX 5P AUT.,9211,0
GM - CHEVROLET,23,ONIX SD. P. PR. MIDNIGHT 1.0 TB FLEX AUT,9212,0
GM - CHEVROLET,23,OPALA COMODORO/COMOD. SLE 4.1/2.5,1114,0
GM - CHEVROLET,23,S10 PICK-UP WT 2.8 TDI 4X4 CD DIESEL AUT,11083,0
GM - CHEVROLET,23,S10 PICK-UP WT 2.8 TDI 4X4 CD DIESEL MEC,11196,0
GM - CHEVROLET,23,S10 PICK-UP WT 2.8 TDI 4X4 CS DIESEL MEC,11105,0
GM - CHEVROLET,23,S10 PICK-UP Z71 2.8 TDI 4X4 CD DIES. AUT,9666,0
GM - CHEVROLET,23,SILVERADO,1174,0
GM - CHEVROLET,23,SILVERADO GRAND BLAZER DLX 4.1 MPFI,1185,0
GM - CHEVROLET,23,SILVERADO HIGH COUNTRY 5.3 V8 AWD AUT.,10931,0
GM - CHEVROLET,23,SPIN LS 1.8 8V ECONO.FLEX 5P AUT.,9489,0
GM - CHEVROLET,23,TRACKER 1.0 TURBO 12V FLEX AUT.,9597,0
GM - CHEVROLET,23,TRACKER 1.0 TURBO 12V FLEX MEC.,9044,0
GM - CHEVROLET,23,TRACKER 1.2 TURBO 12V FLEX AUT.,9045,0
GM - CHEVROLET,23,TRACKER LT 1.0 TURBO 12V FLEX AUT.,9046,0
GM - CHEVROLET,23,TRACKER LTZ 1.0 TURBO 12V FLEX AUT.,9213,0
GM - CHEVROLET,23,TRACKER LTZ 1.2 TURBO 12V FLEX AUT.,9047,0
GM - CHEVROLET,23,TRACKER MIDNIGHT 1.0 TURBO 12V FLEX AUT.,10636,0
GM - CHEVROLET,23,TRACKER PREMIER 1.0 TURBO 12V FLEX AUT.,9230,0
GM - CHEVROLET,23,TRACKER RS 1.2 TURBO 12V FLEX AUT.,10637,0
GM - CHEVROLET,23,TRAILBLAZER HIGH COUNTRY 2.8 TB DIE AUT.,11085,0
GM - CHEVROLET,23,TRAILBLAZER LTZ 3.6 V6 AUT.,6269,0
GM - CHEVROLET,23,VECTRA EXPRES./ COLLECTION 2.0 MPFI 8V,1220,0
GM - CHEVROLET,23,ZAFIRA 2.0/ CD 2.0 16V MPFI 5P,1229,0
GM - CHEVROLET,23,ZAFIRA 2.0/ CD 2.0 8V MPFI 5P MEC.,1228,0
GM - CHEVROLET,23,ZAFIRA ELITE 2.0 MPFI FLEXPOWER 8V AUT,1236,0
GURGEL,24,CARAJAS/TOCANTIS/XAVANTE/VIP,1240,0
GWM,240,HAVAL H6 GT PHEV AWD (HIBRIDO),10816,0
GWM,240,HAVAL H6 HEV (HIBRIDO),10859,0
GWM,240,HAVAL H6 PHEV19 (HIBRIDO),11075,0
GWM,240,HAVAL H6 PHEV AWD (HIBRIDO),10860,0
GWM,240,HAVAL H6 PREMIUM HEV (HIBRIDO),10817,0
GWM,240,HAVAL H6 PREMIUM PHEV AWD (HIBRIDO),10818,0
GWM,240,ORA 03 GT (ELÉTRICO),10885,0
GWM,240,ORA 03 SKIN (ELÉTRICO),10886,0
HAFEI,152,TOWNER JR. PICK-UP 1.0 8V 48CV CD 4P,5277,0
HAFEI,152,TOWNER JR. PICK-UP 1.0 8V 48CV CS 2P,5278,0
HAOBAO,138,HB110-3,4454,1
HAOBAO,138,HB150,4756,1
HAOJUE,203,DK 150 S,8799,1
HAOJUE,203,DK 160,10147,1
HAOJUE,203,DR 160,9071,1
HAOJUE,203,MASTER RIDE 150,9626,1
HAOJUE,203,NEX 115,8975,1
HAOJUE,203,NK 150,9780,1
HAOJUE,203,VR 150,9029,1
HARLEY-DAVIDSON,77,BREAKOUT FXBR,11383,1
HARLEY-DAVIDSON,77,CVO ROAD GLIDE 120TH ANNIVERSARY FLTRXSE,10611,1
HARLEY-DAVIDSON,77,CVO ROAD GLIDE ST FLTRXSTSE,11384,1
HARLEY-DAVIDSON,77,CVO ROAD LIMITED FLTRKSE,9841,1
HARLEY-DAVIDSON,77,DEUCE,2717,1
HARLEY-DAVIDSON,77,FAT BOY 120TH ANNIVERSARY FLFBS,10613,1
HARLEY-DAVIDSON,77,HERITAGE CLASSIC 120TH ANNIVERSARY FLHCS,10614,1
HARLEY-DAVIDSON,77,HERITAGE CLASSIC FLHC/FLHCS,8160,1
HARLEY-DAVIDSON,77,LOW RIDER S FXLRS,10615,1
HARLEY-DAVIDSON,77,LOW RIDER ST FXLRST,10616,1
HARLEY-DAVIDSON,77,NIGHTSTER SPECIAL,10618,1
HARLEY-DAVIDSON,77,PAN AMERICA 1250 SPECIAL,9843,1
HARLEY-DAVIDSON,77,ROAD GLIDE FLTRX,11056,1
HARLEY-DAVIDSON,77,ROAD GLIDE LIMITED FLTRK,8879,1
HARLEY-DAVIDSON,77,ROAD GLIDE SPECIAL 120TH ANNIV FLTRXS,10620,1
HARLEY-DAVIDSON,77,ROAD KING CLASSIC FLHRC/ CUSTOM FLHRSI,2738,1
HARLEY-DAVIDSON,77,SOFTAIL DELUXE FLSTN,2741,1
HARLEY-DAVIDSON,77,SOFTAIL FXDR,8555,1
HARLEY-DAVIDSON,77,SOFTAIL LOW RIDER S FXLRS,8880,1
HARLEY-DAVIDSON,77,SOFTAIL SPORT GLIDE FLSB,8539,1
HARLEY-DAVIDSON,77,SPORTSTER S,10621,1
HARLEY-DAVIDSON,77,STREET GLIDE SPEC. 120TH ANNIV FLHXS,10622,1
HARLEY-DAVIDSON,77,STREET GLIDE ULTRA FLHXU,11391,1
HARLEY-DAVIDSON,77,ULTRA LIMITED 120TH ANNIVERSARY FLHTK,10623,1
HARLEY-DAVIDSON,77,ULTRA LIMITED FLHTK,8508,1
HARLEY-DAVIDSON,77,XL 1200NS SPORTSTER IRON,8556,1
HITECH ELECTRIC,214,E.CO CARGO 15.7KWH (ELÉTRICO),10728,0
HITECH ELECTRIC,214,E.COCARGO 31,4 KW (ELÉTRICO),11072
HITECH ELECTRIC,214,E.CO CARGO 7,5KW (ELÉTRICO),9435
HITECH ELECTRIC,214,E.CO DELIVERY 15,7KWH (ELÉTRICO),10729
HITECH ELECTRIC,214,E.CO DELIVERY 7,7KWH (ELÉTRICO),10730
HITECH ELECTRIC,214,E.CO TRUCK 15,7KWH (ELÉTRICO),10731
HITECH ELECTRIC,214,E.COTRUCK 31,4 KW (ELÉTRICO),11073
HITECH ELECTRIC,214,E.CO TRUCK 7,5KW (ELÉTRICO),9439
HONDA,25,ACCORD SEDAN 2.0 TB 16V AUT. (HÍBRIDO),9600,0
HONDA,25,ACCORD SEDAN LX 2.2/2.4 16V,1245,0
HONDA,80,ADV 150,9265,1
HONDA,80,ADV 160,11305,1
HONDA,80,BIZ 125/125I FLEX,7468,1
HONDA,80,BIZ 125 ES/ 125 ES FLEX,11239,1
HONDA,80,BIZ 125 KS/ 125 KS FLEX,11201,1
HONDA,80,CB 1000R/ABS,5679,1
HONDA,80,CB 1000R BLACK EDITION,9776,1
HONDA,80,CB 250 TWISTER/FLEXONE,11087,1
HONDA,80,CB 300F TWISTER FLEX,10378,1
HONDA,80,CBR 1000 RR FIREBLADE,2772,1
HONDA,80,CBR 1000 RR FIREBLADE SP,8306,1
HONDA,80,CBR 1000 RR-R FIREBLADE SP,9636,1
HONDA,80,CBR 1000 RR-R FIREBLADE SP 30TH EDITION,10610,1
HONDA,80,CBR 650 R,9072,1
HONDA,80,CG 160 CARGO FLEX,10840,1
HONDA,80,CG 160 TITAN 25TH ANNIVERSARY,8602,1
HONDA,80,CG 160 TITAN S FLEX,8976,1
HONDA,25,CITY HATCHBACK EX 1.5 FLEX 16V AUT.,10964,0
HONDA,25,CITY HATCHBACK EXL 1.5 FLEX 16V AUT.,9732,0
HONDA,25,CITY HATCHBACK LX 1.5 FLEX 16V AUT.,10965,0
HONDA,25,CITY HATCHBACK TOURING 1.5 FLEX 16V AUT,9733,0
HONDA,25,CITY SEDAN EXL 1.5 FLEX 16V 4P AUT.,4973,0
HONDA,25,CITY SEDAN TOURING 1.5 FLEX 16V 4P AUT.,9678,0
HONDA,25,CIVIC SEDAN SI 2.0 16V 192CV 4P,4292,0
HONDA,25,CIVIC SED.TOURING 2.0 16V AUT. (HÍBRIDO),10366,0
HONDA,25,CIVIC TYPE-R 2.0 TURBO 16V,10727,0
HONDA,80,CRF 1000L AFRICA TWIN ADVENTURE SPORTS,8801,1
HONDA,80,CRF 1000L AFRICA TWIN ADV. SPORTS TE,8800,1
HONDA,80,CRF 1100L AFRICA TWIN,9508,1
HONDA,80,CRF 1100L AFRICA TWIN ADV. SPORTS ES,9509,1
HONDA,80,CRF 1100L AFRICA TWIN ADV. SPORTS ES DCT,11243,1
HONDA,80,CRF 1100L AFRICA TWIN DCT,11244,1
HONDA,80,CRF 250 F,8540,1
HONDA,80,CRF 250 R,10379,1
HONDA,80,CRF 450 R,9100,1
HONDA,80,CRF 450 RX,9101,1
HONDA,80,CRF 450 X,8705,1
HONDA,25,CR-V TOURING 2.0 16V AWD AUT.(HÍBRIDO),10985,0
HONDA,80,ELITE 125,8557,1
HONDA,25,FIT EX/S 1.5 FLEX/FLEXONE 16V 5P AUT.,10815,0
HONDA,80,FORZA 350,10125,1
HONDA,80,GOLD WING TOUR 1800,8649,1
HONDA,25,HR-V ADVANCE 1.5 FLEX TB 16V 5P AUT.,10216,0
HONDA,25,HR-V EX 1.5 FLEX SENSING 16V 5P AUT.,10217,0
HONDA,25,HR-V EXL 1.5 SENSING 16V 5P AUT.,10017,0
HONDA,25,HR-V TOURING 1.5 FLEX TB 16V 5P AUT.,10218,0
HONDA,80,NC 750X/NC 750X ABS DCT,11246,1
HONDA,80,NXR 160 BROS FLEX,11203,1
HONDA,80,PCX 160,10149,1
HONDA,80,PCX 160 DLX,10150,1
HONDA,80,POP 110I ES,11090,1
HONDA,80,SAHARA 300 ABS FLEX,10954,1
HONDA,80,SAHARA 300 ADVENTURE ABS FLEX,10955,1
HONDA,80,SAHARA 300 RALLY ABS FLEX,10956,1
HONDA,80,SH 150I/DLX,7932,1
HONDA,80,SH 300I SPORT,8541,1
HONDA,80,TRX 350 FOURTRAX FM QUADRICICLO,2816,1
HONDA,80,TRX 350 FOURTRAX TM QUADRICICLO,2817,1
HONDA,80,TRX 420 FOURTRAX FM 4X4 QUADRICICLO,4708,1
HONDA,80,TRX 420 FOURTRAX TM 4X2 QUADRICICLO,4709,1
HONDA,25,WR-V LX 1.5 FLEXONE 16V 5P AUT.,9195,0
HONDA,80,X-ADV 745CC,8307,1
HONDA,80,XR 300L TORNADO FLEX,11157,1
HONDA,80,XRE 190 ADVENTURE FLEX,9031,1
HONDA,80,XRE 190/ FLEX,7607,1
HONDA,25,ZR-V TOURING 2.0 16V 5P AUT.,10894,0
HUSQVARNA,82,701 ENDURO,8329,1
HUSQVARNA,82,701 SUPERMOTO,8330,1
HUSQVARNA,82,NORDEN 901,9842,1
HUSQVARNA,82,SVARTPILEN 401,8433,1
HUSQVARNA,82,TE 300,11063,1
HUSQVARNA,82,TE 300I EDIÇÃO ROCKSTAR,9847,1
HUSQVARNA,82,VITPILEN 701,8434,1
HYUNDAI,26,CRETA ACTION 1.6 16V FLEX AUT.,9113,0
HYUNDAI,26,CRETA ATTITUDE 1.6 16V FLEX AUT.,9589,0
HYUNDAI,26,CRETA COMFORT 1.0 TB 12V FLEX AUT.,9601,0
HYUNDAI,26,CRETA COMFORT PLUS 1.0 TB 12V FLEX AUT.,10857,0
HYUNDAI,26,CRETA LIMITED 1.0 TB 12V FLEX AUT.,9602,0
HYUNDAI,26,CRETA LIMITED EDITION 1.6 16V FLEX AUT.,9114,0
HYUNDAI,26,CRETA LIMIT. SAFETY 1.0 TB 12V FLEX AUT.,10858,0
HYUNDAI,26,CRETA N LINE 1.0 TB 12V FLEX AUT.,9855,0
HYUNDAI,26,CRETA N LINE NIGHT ED. 2.0 16V FLEX AUT.,10559,0
HYUNDAI,26,CRETA PLATINUM 1.0 TB 12V FLEX AUT.,9603,0
HYUNDAI,26,CRETA PLAT. SAFETY 1.0 TB 12V FLEX AUT.,10812,0
HYUNDAI,26,CRETA SMART PLUS 1.6 16V FLEX AUT.,9115,0
HYUNDAI,26,CRETA ULTIMATE 1.6 TB 16V AUT.,11219,0
HYUNDAI,26,CRETA ULTIMATE 2.0 16V FLEX AUT.,9604,0
HYUNDAI,26,GRAND SANTA FÉ 3.3 V6 4X4 TIPTRONIC,6694,0
HYUNDAI,26,H1 STAREX HSV 2.4 16V 137CV AUT.,1315,0
HYUNDAI,26,HB20 COMFORT 1.0 FLEX 12V MEC.,9906,0
HYUNDAI,26,HB20 COMFORT 1.0 TB FLEX 12V AUT,9907,0
HYUNDAI,26,HB20 COMFORT 1.0 TB FLEX 12V MEC,9908,0
HYUNDAI,26,HB20 COMFORT PLUS 1.0 FLEX 12V MEC.,10861,0
HYUNDAI,26,HB20 COMFORT PLUS 1.0 TB FLEX 12V AUT.,10778,0
HYUNDAI,26,HB20 COMF. PLUS TECH 1.0 TB FLEX 12V AUT,11130,0
HYUNDAI,26,HB20 COPA MUNDO QATAR 1.0 FLEX MEC,10167,0
HYUNDAI,26,HB20 COPA MUNDO QATAR 1.0 TB FLEX AUT.,10168,0
HYUNDAI,26,HB20 EDIÇÃO ESPECIAL 1.0 FLEX MEC.,10212,0
HYUNDAI,26,HB20 EDIÇÃO ESPECIAL 1.0 TB FLEX AUT.,10213,0
HYUNDAI,26,HB20 EVOL. BLUELINK 1.0 TB FLEX 12V AUT.,9472,0
HYUNDAI,26,HB20 EVOLUTION BLUELINK 1.0 FLEX 12V MEC,9473,0
HYUNDAI,26,HB20 LIMITED 1.0 FLEX 12V MEC.,9909,0
HYUNDAI,26,HB20 LIMITED PLUS 1.0 FLEX 12V MEC.,11019,0
HYUNDAI,26,HB20 PLATINUM 1.0 TB FLEX 12V AUT.,9617,0
HYUNDAI,26,HB20 PLATINUM 1.0 TB FLEX 12V MEC.,9618,0
HYUNDAI,26,HB20 PLATINUM PLUS 1.0 TB FLEX 12V AUT.,9619,0
HYUNDAI,26,HB20 PLAT. SAFETY 1.0 TB FLEX 12V AUT.,10780,0
HYUNDAI,26,HB20S COMFORT 1.0 FLEX 12V MEC.,10012,0
HYUNDAI,26,HB20S COMFORT 1.0 TB FLEX 12V AUT.,10013,0
HYUNDAI,26,HB20S COMFORT PLUS 1.0 FLEX 12V MEC.,10820,0
HYUNDAI,26,HB20S COMFORT PLUS 1.0 TB FLEX 12V AUT,10821,0
HYUNDAI,26,HB20S COM. PLUS TECH 1.0 TB FLEX 12V AUT,11131,0
HYUNDAI,26,HB20S COPA MUNDO QATAR 1.0 FLEX MEC.,10169,0
HYUNDAI,26,HB20S COPA MUNDO QATAR 1.0 TB FLEX AUT.,10170,0
HYUNDAI,26,HB20S EDIÇÃO ESPECIAL 1.0 FLEX MEC.,10214,0
HYUNDAI,26,HB20S EDIÇÃO ESPECIAL 1.0 TB FLEX AUT.,10215,0
HYUNDAI,26,HB20 SENSE 1.0 TURBO FLEX 12V AUT.,10819,0
HYUNDAI,26,HB20 SENSE PLUS 1.0 FLEX 12V MEC.,11020,0
HYUNDAI,26,HB20S EVOL. BLUELINK 1.0 FLEX 12 MEC.,9476,0
HYUNDAI,26,HB20S EVOL. BLUELINK 1.0 TB FLEX 12V AUT,9477,0
HYUNDAI,26,HB20S FOR YOU 1.0 FLEX 12V 4P,9620,0
HYUNDAI,26,HB20S LIMITED 1.0 FLEX 12V MEC.,10014,0
HYUNDAI,26,HB20S LIMITED PLUS 1.0 FLEX 12V MEC.,10822,0
HYUNDAI,26,HB20S PLATINUM 1.0 TB FLEX 12V AUT.,9621,0
HYUNDAI,26,HB20S PLATINUM 1.0 TB FLEX 12V MEC.,9622,0
HYUNDAI,26,HB20S PLATINUM PLUS 1.0 TB FLEX 12V AUT.,9623,0
HYUNDAI,26,HB20S PLAT. SAFETY 1.0 TB FLEX 12V AUT.,10823,0
HYUNDAI,26,HB20S VISION 1.0 TB FLEX 12V AUT.,9795,0
HYUNDAI,26,HB20S VISION BLUELINK 1.6 FLEX 16V AUT.,9478,0
HYUNDAI,26,HB20S VISION BLUELINK 1.6 FLEX 16V MEC.,9479,0
HYUNDAI,26,HB20 VISION 1.0 TB FLEX 12V AUT.,9794,0
HYUNDAI,26,HB20 VISION BLUELINK 1.6 FLEX 16V AUT.,9474,0
HYUNDAI,26,HB20 VISION BLUELINK 1.6 FLEX 16V MEC.,9475,0
HYUNDAI,26,HB20X EVOL. BLUELINK 1.6 FLEX 16V AUT.,9480,0
HYUNDAI,26,HB20X VISION 1.6 FLEX 16V AUT.,8954,0
HYUNDAI,26,HR 2.5 4WD DIESEL,10635,0
HYUNDAI,26,IONIQ 1.6 16V AUT. (HÍBRIDO),10670,0
HYUNDAI,26,IONIQ 5 SIGNATURE (ELÉTRICO),11227,0
HYUNDAI,26,KONA 1.6 16V AUT. (HIBRIDO),10756,0
HYUNDAI,26,KONA EV (ELÉTRICO),10757,0
HYUNDAI,26,PALISADE SIGNATURE 3.8 GDI AWD AUT.,11194,0
HYUNDAI,26,SCOUPE,1334,0
HYUNDAI,26,VELOSTER 1.6 16V 140CV AUT.,5640,0
INDIAN,202,CHIEF,8465,1
INDIAN,202,CHIEFTAIN,7573,1
INDIAN,202,ROADMASTER,7574,1
INDIAN,202,SCOUT,7441,1
IROS,158,BRAVE 70 QUADRICICLO,4945,1
IVECO,208,DAILY 45-160 VETRATO 3.0 (DIESEL) (E6),10629,0
IVECO,208,DAILY 45-170 VETRATO 3.0 (DIESEL),9737,0
IVECO,208,DAILY 50-180 VETRATO 3.0 (DIESEL) (E6),10630,0
IVECO,208,DAILY CH. 65-170 CD CURTO 3.0 (DIESEL),9691,0
IVECO,208,DAILY CH. 65-170 CD LONGO 3.0 (DIESEL),9692,0
IVECO,208,DAILY CHASSI 30-160 3.0 (DIESEL)(E6),10949,0
IVECO,208,DAILY CHASSI 35-150 CURTO 3.0 (DIESEL),9693,0
IVECO,208,DAILY CHASSI 35-150 LONGO 3.0 (DIESEL),9694,0
IVECO,208,DAILY CHASSI 35-160 CURTO 3.0 (DIE.)(E6),10197,0
IVECO,208,DAILY CHASSI 35-160 CURTO 3.0 (DIESEL),9695,0
IVECO,208,DAILY CHASSI 35-160 LONGO 3.0 (DIE.)(E6),10198,0
IVECO,208,DAILY CHASSI 35-160 LONGO 3.0 (DIESEL),9696,0
IVECO,208,DAILY CHASSI 35-180 CURTO 3.0 (DIE.)(E6),11101,0
IVECO,208,DAILY CHASSI 35-180 LONGO 3.0 (DIE.)(E6),11125,0
IVECO,208,DAILY CHASSI 45-160 CD 3.0 4P (DIE.)(E6),10199,0
IVECO,208,DAILY CHASSI 45-160 CURTO 3.0 (DIE.)(E6),10200,0
IVECO,208,DAILY CHASSI 45-160 LONGO 3.0 (DIE.)(E6),10201,0
IVECO,208,DAILY CHASSI 45-170 3.0 (DIESEL),9697,0
IVECO,208,DAILY CHASSI 45-170 CD 3.0 (DIESEL),9698,0
IVECO,208,DAILY CHASSI 45-180 CD 3.0 4P (DIE.)(E6),11178,0
IVECO,208,DAILY CHASSI 45-180 LONGO 3.0 (DIE.)(E6),11179,0
IVECO,208,DAILY CHASSI 55-170 3.0 (DIESEL),9699,0
IVECO,208,DAILY CHASSI 55-170 CD 3.0 (DIESEL),9700,0
IVECO,208,DAILY CHASSI 55-180 CD 3.0 4P (DIE.)(E6),10202,0
IVECO,208,DAILY CHASSI 55-180 CURTO 3.0 (DIE.)(E6),10203,0
IVECO,208,DAILY CHASSI 55-180 LONGO 3.0 (DIE.)(E6),10204,0
IVECO,122,DAILY CHASSI 59.12/ 60.12 2P (DIESEL),4015,2
IVECO,208,DAILY CHASSI 60-170 3.0 (DIESEL),9701,0
IVECO,208,DAILY CHASSI 60-180 3.0 2P (DIE.)(E6),10205,0
IVECO,208,DAILY CHASSI 65-170 CURTO 3.0 (DIESEL),9702,0
IVECO,208,DAILY CHASSI 65-170 LONGO 3.0 (DIESEL),9703,0
IVECO,208,DAILY CHASSI 65-180 3.0 2P (DIESEL)(E6),10206,0
IVECO,208,DAILY CHASSI 65-180 CD 3.0 4P (DIE.)(E6),10207,0
IVECO,208,DAILY CHASSI 70-170 3.0 (DIESEL),9704,0
IVECO,208,DAILY CITY 30S13 CHASSI 2P (DIESEL),9705,0
IVECO,208,DAILY CITY 30S13 FURGÃO 2P (DIESEL),9706,0
IVECO,208,DAILY CITY 30S13 GRAN FURGONE (DIESEL),9707,0
IVECO,208,DAILY CITY CH. 30-130 LONGO 2.3 (DIESEL),9708,0
IVECO,208,DAILY CITY  CHASSI 30-160 3.0 (DIE.)(E6),10208,0
IVECO,208,DAILY CITY CHASSI 30-160 3.0 (DIESEL),9903,0
IVECO,208,DAILY FURGÃO 30-130 2.3 10,8M³ (DIESEL),9709
IVECO,208,DAILY FURGÃO 30-130 2.3 12M³ (DIESEL),9710,0
IVECO,208,DAILY FURGÃO 30-130 2.3 7,3M³ (DIESEL),9711
IVECO,208,DAILY FURGÃO 30-130 2.3 9M³ (DIESEL),9712,0
IVECO,208,DAILY FURGÃO 30-160 3.0 12M³ (DIE.)(E6),10911,0
IVECO,208,DAILY FURGÃO 45-160 3.0 12M³ (DIE.)(E6),10209,0
IVECO,208,DAILY FURGÃO 45-170 3.0 12M³ (DIESEL),9856,0
IVECO,208,DAILY FURGÃO 55-170 3.0 12M³ (DIESEL),9713,0
IVECO,208,DAILY FURGÃO 55-170 3.0 16M³ (DIESEL),9714,0
IVECO,208,DAILY FURGÃO 55-180 3.0 12M³ (DIES.)(E6),10210,0
