descricao,fipeid_marca,,fipeid_modelo,tipoveiculo
CAOA CHERY/CHERY,161,TIGGO 2.0 16V AUT. 5P,6661,0
CAOA CHERY/CHERY,161,TIGGO 2.0 16V MEC. 5P,5021,0
CAOA CHERY/CHERY,161,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,8339,0
CAOA CHERY/CHERY,161,TIGGO 2 ACT 1.5 16V FLEX MEC. 5P,8278,0
CAOA CHERY/CHERY,161,TIGGO 2 EX 1.5 16V FLEX AUT. 5P,9227,0
CAOA CHERY/CHERY,161,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,8340,0
CAOA CHERY/CHERY,161,TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,8279,0
CAOA CHERY/CHERY,161,TIGGO 2 SMILE 1.5 16V FLEX AUT.,9492,0
CAOA CHERY/CHERY,161,TIGGO 5X T 1.5 16V TURBO FLEX AUT.,8571,0
CAOA CHERY/CHERY,161,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,8572,0
CAOA CHERY/CHERY,161,TIGGO 7 T 1.5 16V TURBO FLEX AUT.,8586,0
CAOA CHERY/CHERY,161,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,8587,0
CAOA CHERY/CHERY,161,TIGGO 8 TXS 1.6 16V TGDI AUT.,9162,0
CHANA,136,UTILITY 1.0 8V 53CV (FURGÃO),4396,0
CHRYSLER,12,CARAVAN LE 3.3,262,0
CITROËN,13,AIRCROSS LIVE BUS. 1.6 FLEX 5P AUT.,9585,0
CITROËN,13,BASALT FEEL 1.0 FLEX 6V 5P MEC.,11214,0
CITROËN,13,BASALT FEEL 1.0 FLEX TB 200 5P AUT.,11215,0
CITROËN,13,BASALT FIRST EDIT.1.0 FLEX TB 200 5P AUT,11216,0
CITROËN,13,BASALT SHINE 1.0 FLEX TB 200 5P AUT.,11217,0
CITROËN,13,C3 AIRCROSS7 FEEL 1.0 FLEX TB. 200 AUT.,11097,0
CITROËN,13,C3 AIRCROSS7 F. PACK 1.0 FLEX TB 200 AUT,11096,0
CITROËN,13,C3 AIRCROSS7 SHINE 1.0 FLEX TB 200 AUT.,11098,0
CITROËN,13,C3 AIRCROSS FEEL 1.0 FLEX TURBO 200 AUT.,10962,0
CITROËN,13,C3 AIRCROSS F. PACK 1.0 FLEX TB 200 AUT.,10961,0
CITROËN,13,C3 AIRCROSS SHINE 1.0 FLEX TB 200 AUT.,10963,0
CITROËN,13,C3 EXCLUSIVE BUS. 1.6 FLEX 5P AUT.,9346,0
CITROËN,13,C3 FEEL 1.0 FLEX 6V 5P MEC.,10091,0
CITROËN,13,C3 FEEL 1.6 FLEX 16V 5P MEC.,10092,0
CITROËN,13,C3 FEEL PACK 1.6 FLEX 16V 5P AUT.,10093,0
CITROËN,13,C3 FIRST EDITION 1.0 FLEX 6V 5P MEC.,10094,0
CITROËN,13,C3 FIRST EDITION 1.6 FLEX 16V 5P AUT.,10095,0
CITROËN,13,C3 GLX 1.6 FLEX 16V 5P AUT.,4762,0
CITROËN,13,C3 LIVE 1.0 FLEX 6V 5P MEC.,10096,0
CITROËN,13,C3 LIVE PACK 1.0 FLEX 6V 5P MEC.,10097,0
CITROËN,13,C3 LIVE PACK 1.6 FLEX 16V 5P AUT.,10945,0
CITROËN,13,C3 YOU! 1.0 FLEX TURBO 200 AUT.,11176,0
CITROËN,13,C4 CACTUS C-SERIES 1.6 16V FLEX AUT.,9207,0
CITROËN,13,C4 CACTUS FEEL BUS. 1.6 FLEX AUT.,9586,0
CITROËN,13,C4 CACTUS LIVE 1.6 16V FLEX AUT.,9191,0
CITROËN,13,C4 CACTUS NOIR 1.6 TURBO FLEX AUT.,10807,0
CITROËN,13,C4 CACTUS RIP CURL 1.6 16V FLEX AUT.,9453,0
CITROËN,13,C4 CACTUS SHINE 1.6 16V FLEX AUT.,9757,0
CITROËN,13,C4 CACTUS X-SERIES 1.6 16V FLEX AUT.,9609,0
CITROËN,13,C4 LOUNGE LIVE BUS. 1.6 FLEX AUT.,9347,0
CITROËN,13,C4 LOUNGE ORIGINE 1.6 TURBO FLEX AUT.,7684,0
CITROËN,13,C4 PICASSO/PIC. LA LUNA 2.0 16V AUT.,4824,0
CITROËN,13,Ë-JUMPY CARGO 136CV (ELÉTRICO),9759,0
CITROËN,13,GRAND C4 PICASSO 2.0 16V 143CV AUT,10777,0
CITROËN,13,JUMPER 2.0 CARGO FURGÃO 16V TB DIESEL,9556,0
CITROËN,13,JUMPER 2.8 16LUG. DIESEL,302,0
CITROËN,13,JUMPER CARGO 2.2 TURBO DIESEL,9763,0
CITROËN,13,JUMPER FURGÃO 2.2 TURBO DIESEL,9764,0
CITROËN,13,JUMPER MINIBUS EXECUTIVE 2.2 17L DIES.,11267,0
CITROËN,13,JUMPER VITRÉ 2.2 TURBO DIESEL,11377,0
CITROËN,13,JUMPY 1.6 FURGÃO PACK TURBO DIESEL,8078,0
CITROËN,13,JUMPY 1.6 FURGÃO TURBO DIESEL,8077,0
CITROËN,13,JUMPY CARGO 1.5 TURBO DIESEL,9741,0
CITROËN,13,JUMPY VITRÉ 1.5 TURBO DIESEL,9742,0
CITROËN,13,JUMPY VITRÉ 1.6 TURBO DIESEL,9192,0
CITROËN,13,XANTIA 2.0 16V,305,0
CITROËN,13,XSARA PICASSO GLX 2.0 16V AUT.,348,0
CITROËN,13,XSARA VTS 2.0 16V CUPÊ MEC.,351,0
D2D MOTORS,241,BUGGY SKY 1.6 FLEX 16V MEC.,10626,0
D2D MOTORS,241,BUGGY SKY GT 1.6 FLEX 16V MEC.,10627,0
DAELIM,72,VT 125 CUSTOM MAGMA,2675,1
DAEWOO,15,TICO,372,0
DAF,197,CF FAC 300 8X2 SLEEP. CAB AUT (DIE)(E5),9802,2
DAF,197,CF FAC 300 8X2 SPACE CAB AUT (DIE)(E5),9803,2
DAF,197,CF FAC 300 8X2 SPACE CAB MEC (DIE)(E5),9804,2
DAF,197,CF FAC 300 8X2 SPLEEP. CAB MEC (DIE)(E5),9805,2
DAF,197,CF FAC 310 8X2 SLEEP.CAB AUT. (DIE.)(E6),10442,2
DAF,197,CF FAC 310 8X2 SLEEP. CAB MEC (DIE.)(E6),10441,2
DAF,197,CF FAC 310 8X2 SPACE CAB AUT (DIE.)(E6),10443,2
DAF,197,CF FAC 310 8X2 SPACE CAB MEC. (DIE.)(E6),10444,2
DAF,197,CF FAC 340 8X2 SLEEPER CAB (DIESEL)(E6),10445,2
DAF,197,CF FAC 340 8X2 SPACE CAB (DIESEL)(E6),10446,2
DAF,197,CF FAC 370 8X2 SLEEPER CAB (DIESEL)(E6),10447,2
DAF,197,CF FAC 370 8X2 SPACE CAB (DIESEL)(E6),10448,2
DAF,197,CF FAC 410 8X2 SLEEPER CAB (DIESEL)(E6),10449,2
DAF,197,CF FAC 410 8X2 SPACE CAB (DIE)(E5),9499,2
DAF,197,CF FAC 410 8X2 SPACE CAB (DIESEL)(E6),10450,2
DAF,197,CF FAS 260 6X2 DAY CAB AUT. (DIESEL)(E6),10451,2
DAF,197,CF FAS 260 6X2 DAY CAB MEC (DIESEL)(E6),10452,2
DAF,197,CF FAS 260 6X2 SLEEP.CAB AUT. (DIE.)(E6),10454,2
DAF,197,CF FAS 260 6X2 SLEEP. CAB MEC (DIE.)(E6),10453,2
DAF,197,CF FAS 260 6X2 SPACE CAB AUT. (DIE.)(E6),10455,2
DAF,197,CF FAS 260 6X2 SPACE CAB MEC (DIE.)(E6),10456,2
DAF,197,CF FAS 280 6X2 DAY CAB AUT (DIE)(E5),9807,2
DAF,197,CF FAS 280 6X2 DAY CAB MEC (DIE)(E5),9808,2
DAF,197,CF FAS 280 6X2 SLEEP. CAB AUT (DIE)(E5),9809,2
DAF,197,CF FAS 280 6X2 SLEEP. CAB MEC (DIE)(E5),9810,2
DAF,197,CF FAS 280 6X2 SPACE CAB AUT (DIE)(E5),9811,2
DAF,197,CF FAS 280 6X2 SPACE CAB MEC (DIE)(E5),9812,2
DAF,197,CF FAS 290 6X2 DAY CAB AUT (DIESEL)(E6),10457,2
DAF,197,CF FAS 290 6X2 DAY CAB MEC (DIESEL)(E6),10458,2
DAF,197,CF FAS 290 6X2 SLEEP. CAB AUT (DIE.)(E6),10459,2
DAF,197,CF FAS 290 6X2 SLEEP. CAB MEC (DIE.)(E6),10460,2
DAF,197,CF FAS 290 6X2 SPACE CAB AUT (DIE.)(E6),10461,2
DAF,197,CF FAS 290 6X2 SPACE CAB MEC (DIE.)(E6),10462,2
DAF,197,CF FAS 300 6X2 DAY CAB AUT (DIE)(E5),9813,2
DAF,197,CF FAS 300 6X2 DAY CAB MEC (DIE)(E5),9814,2
DAF,197,CF FAS 300 6X2 SLEEP. CAB AUT (DIE)(E5),9815,2
DAF,197,CF FAS 300 6X2 SLEEP. CAB MEC (DIE)(E5),9816,2
DAF,197,CF FAS 300 6X2 SPACE CAB AUT (DIE)(E5),9817,2
DAF,197,CF FAS 300 6X2 SPACE CAB MEC (DIE)(E5),9818,2
DAF,197,CF FAS 310 6X2 DAY CAB AUT (DIESEL)(E6),10463,2
DAF,197,CF FAS 310 6X2 DAY CAB MEC. (DIESEL)(E6),10464,2
DAF,197,CF FAS 310 6X2 SLEEP. CAB AUT (DIE.)(E6),10465,2
DAF,197,CF FAS 310 6X2 SLEEP.CAB MEC. (DIE.)(E6),10466,2
DAF,197,CF FAS 310 6X2 SPACE CAB AUT (DIE.)(E6),10467,2
DAF,197,CF FAS 310 6X2 SPACE CAB MEC. (DIE.)(E6),10468,2
DAF,197,CF FAT 310 6X4 DAY CAB MEC. (DIESEL)(E6),11314,2
DAF,197,CF FT 370 4X2 SLEEPER CAB (DIESEL)(E6),10469,2
DAF,197,CF FT 370 4X2 SPACE CAB (DIESEL)(E6),10470,2
DAF,197,CF FT 410 4X2 SLEEPER CAB (DIESEL)(E6),10471,2
DAF,197,CF FT 410 4X2 SPACE CAB (DIE)(E5),9500,2
DAF,197,CF FT 410 4X2 SPACE CAB (DIESEL)(E6),10472,2
DAF,197,CF FT 430 4X2 SLEEPER CAB (DIESEL)(E6),11311,2
DAF,197,CF FT 430 4X2 SPACE CAB (DIE)(E6),11312,2
DAF,197,CF FT 450 4X2 SLEEPER CAB (DIESEL)(E6),10473,2
DAF,197,CF FT 450 4X2 SPACE CAB (DIE)(E5),9501,2
DAF,197,CF FT 450 4X2 SPACE CAB (DIESEL)(E6),10474,2
DAF,197,CF FTS 410 6X2 SLEEPER CAB (DIESEL)(E6),10475,2
DAF,197,CF FTS 410 6X2 SPACE CAB (DIE)(E5),9502,2
DAF,197,CF FTS 410 6X2 SPACE CAB (DIESEL)(E6),10476,2
DAF,197,CF FTS 430 6X2 SLEEPER CAB (DIESEL)(E6),11254,2
DAF,197,CF FTS 430 6X2 SPACE CAB (DIESEL)(E6),11255,2
DAF,197,CF FTS 450 6X2 SLEEPER CAB (DIESEL) (E6),10477,2
DAF,197,CF FTS 450 6X2 SPACE CAB (DIE) (E5),9503,2
DAF,197,CF FTS 450 6X2 SPACE CAB (DIESEL)(E6),10478,2
DAF,197,CF FTT 480 6X4 DAY CAB (DIESEL)(E6),10479,2
DAF,197,CF FTT 480 6X4 SLEEPER CAB (DIE)(E5),9504,2
DAF,197,CF FTT 480 6X4 SLEEPER CAB (DIESEL)(E6),10480,2
DAF,197,CF FTT 480 6X4 SPACE CAB (DIESEL)(E6),10481,2
DAF,197,XF 105 FTT 520 6X4 (DIESEL)(E5),8225,2
DAF,197,XF FT480 4X2 SPACE CAB (DIE)(E5),9173,2
DAF,197,XF FT480 4X2 SPACE CAB (DIESEL)(E6),10546,2
DAF,197,XF FT480 4X2 SUPER SPACE CAB (DIE)(E5),9174,2
DAF,197,XF FT480 4X2 SUPER SPACE CAB (DIE.)(E6),10547,2
DAF,197,XF FT530 4X2 SPACE CAB (DIE.)(E6),10548,2
DAF,197,XF FT530 4X2 SPACE CAB (DIESEL)(E5),9175,2
DAF,197,XF FT530 4X2 SUPER SPACE CAB (DIE)(E5),9176,2
DAF,197,XF FT530 4X2 SUPER SPACE CAB (DIE.)(E6),10549,2
DAF,197,XF FTS480 6X2 SPACE CAB (DIESEL)(E5),9177,2
DAF,197,XF FTS480 6X2 SPACE CAB (DIESEL)(E6),10550,2
DAF,197,XF FTS480 6X2 SUPER SPACE CAB (DIE)(E5),9178,2
DAF,197,XF FTS480 6X2 SUPER SPACE CAB (DIE.)(E6),10551,2
DAF,197,XF FTS530 6X2 SPACE CAB (DIESEL)(E5),9179,2
DAF,197,XF FTS530 6X2 SPACE CAB (DIESEL)(E6),10552,2
DAF,197,XF FTS530 6X2 SUPER SPACE CAB (DIE)(E5),9180,2
DAF,197,XF FTS530 6X2 SUPER SPACE CAB (DIE.)(E6),10553,2
DAF,197,XF FTT480 6X4 SPACE CAB (DIESEL)(E5),9181,2
DAF,197,XF FTT480 6X4 SPACE CAB (DIESEL)(E6),10554,2
DAF,197,XF FTT480 6X4 SUPER SPACE CAB (DIE)(E5),9182,2
DAF,197,XF FTT480 6X4 SUPER SPACE CAB (DIE.)(E6),10555,2
DAF,197,XF FTT530 6X4 SPACE CAB (DIE)(E5),9183,2
DAF,197,XF FTT530 6X4 SPACE CAB (DIESEL)(E6),10556,2
DAF,197,XF FTT530 6X4 SPACE CAB HR (DIE)(E6),11010,2
DAF,197,XF FTT530 6X4 SUPER SPACE CAB (DIE)(E5),9184,2
DAF,197,XF FTT530 6X4 SUPER SPACE CAB (DIE.)(E6),10557,2
DAF,197,XF FTT530 6X4 SUP. SPA. CAB HR (DIE)(E6),11011,2
DAFRA,145,APACHE RTR 200CC,8677,1
DAFRA,145,CITYCOM HD 300I,9070,1
DAFRA,145,CITYCOM S 300I/300I ABS,7496,1
DAFRA,145,CRUISYM 150,9568,1
DAFRA,145,CRUISYM 300,10229,1
DAFRA,145,JOYRIDE 300,11387,1
DAFRA,145,NEXT 300CC,8375,1
DAFRA,145,NH 190,8973,1
DAFRA,145,NH 300,10643,1
DAFRA,145,NHX 190,11308,1
DAFRA,145,SPEED CARGO 150,9155,1
DAYANG,137,DY100-31,4784,1
DAYANG,137,DY110-20,4452,1
DAYANG,137,DY125-18,4785,1
DAYANG,137,DY125-36A,5049,1
DAYANG,137,DY125-37,4707,1
DAYANG,137,DY125-5,5050,1
DAYANG,137,DY125-52,4786,1
DAYANG,137,DY150-12,4651,1
DAYANG,137,DY200,4453,1
DAYUN,142,DY110-6,4537,1
DAYUN,142,DY125-8,4538,1
DAYUN,142,DY125T-10,4539,1
DAYUN,142,DY150-7,4540,1
DAYUN,142,DY150-9,4541,1
DAYUN,142,DY150GY,4542,1
DAYUN,142,DY250-2,4544,1
DFSK,246,EC31 CHASSI (ELÉTRICO),10921,0
DFSK,246,EC35 FURGÃO (ELÉTRICO),10922,0
DODGE,17,JOURNEY RT 3.6 V6 AUT.,5695,0
DUCATI,74,749,2685,1
DUCATI,74,749 DARK 748CC,4170,1
DUCATI,74,848,4911,1
DUCATI,74,996,2686,1
DUCATI,74,DESERT X,10769,1
DUCATI,74,DIAVEL 1260 S,8974,1
DUCATI,74,DIAVEL V4 1158,11113,1
DUCATI,74,MONSTER 797,8376,1
DUCATI,74,MONSTER 937CC,10086,1
DUCATI,74,MONSTER S2-R 1000 992CC,4172,1
DUCATI,74,MULTISTRADA 1160 V4 RALLY,11054,1
DUCATI,74,MULTISTRADA 1160 V4S,9779,1
DUCATI,74,MULTISTRADA 1200 ENDURO LIMITED EDITION,8258,1
DUCATI,74,MULTISTRADA 1200 S TOURING 1198CC,5545,1
DUCATI,74,MULTISTRADA 1260,8537,1
DUCATI,74,MULTISTRADA 1260 S,8538,1
DUCATI,74,MULTISTRADA 620 618CC,4174,1
DUCATI,74,MULTISTRADA 950 S,9219,1
DUCATI,74,MULTISTRADA V2S,10617,1
DUCATI,74,PANIGALE V4 R,8998,1
DUCATI,74,PANIGALE V4 S,8878,1
DUCATI,74,SCRAMBLER CUSTOM 800CC,8259,1
DUCATI,74,SPORTCLASSIC PAULSMART 1000LE 992CC,4175,1
DUCATI,74,SPORTCLASSIC SPORT 1000 992CC,4176,1
DUCATI,74,STREETFIGHTER V4 S 1103CC,9673,1
DUCATI,74,SUPER SPORT S 937CC,8489,1
DUCATI,74,XDIAVEL DARK 1262,8305,1
EFFA,147,V25 FURGÃO 1.3 16V 5P,9041,0
FERRARI,20,296 GTB (HIBRIDO),10159,0
FERRARI,20,296 GTS (HÍBRIDO),10624,0
FERRARI,20,488 PISTA 3.9 V8 720CV,9107,0
FERRARI,20,812 GTS 6.5 V12 800CV,9447,0
FERRARI,20,F8 SPIDER 3.9 V8 BI-TURBO 720CV,9249,0
FERRARI,20,F8 TRIBUTO 3.9 V8 720CV,9193,0
FERRARI,20,PORTOFINO M 3.9 V8 620CV,9665,0
FERRARI,20,PUROSANGUE 6.5 V12 725CV,10995,0
FERRARI,20,ROMA 3.9 V8 620CV,9528,0
FERRARI,20,ROMA SPIDER 3.9 V8 620CV,11298,0
FERRARI,20,SF 90 SPIDER 4.0 V8 BI-TURBO (HÍBRIDO),9773,0
FERRARI,20,SF 90 STRADALE 4.0 V8 BI-TURBO (HÍBRIDO),9488,0
FEVER,248,FR110 BOX (ELÉTRICA),11285,1
FEVER,248,FR150 FRIGO (ELÉTRICA),10976,1
FEVER,248,FR250 BOX (ELÉTRICA),10977,1
FEVER,248,FR250 CAGE (ELÉTRICA),10978,1
FEVER,248,FR250 PET (ELÉTRICA),10979,1
FEVER,248,FR250 PICK-UP (ELÉTRICA),10980,1
FEVER,249,NEXTEM FN1000 BOX (ELÉTRICO),11229,0
FEVER,249,NEXTEM FN1000 CC (ELÉTRICO),11230,0
FEVER,249,NEXTEM FN1000 HIGH BOX (ELÉTRICO),11231,0
FEVER,249,NEXTEM FN1000 PICKUP (ELÉTRICO),11232,0
FIAT,21,500E ICON (ELÉTRICO),9584,0
FIAT,21,500 LOUNGE 1.4 16V 100CV MEC.,5059,0
FIAT,21,500 SPORT 1.4 16V 100CV DUALOGIC,5061,0
FIAT,21,ARGO DRIVE 1.3 8V FLEX AUT.,10392,0
FIAT,21,ARGO DRIVE S-DESIGN 1.3 8V FLEX,9543,0
FIAT,21,ARGO DRIVE TRIBUTO 125 1.0 6V FLEX,11256,0
FIAT,21,ARGO ENDURANCE 1.3 8V FLEX,11213,0
FIAT,21,ARGO TREKKING 1.3 8V FLEX AUT.,10393,0
FIAT,21,BRAVA ELX 1.6 16V 4P,440,0
FIAT,21,BRAVA HGT 1.8 MPI 16V 4P,441,0
FIAT,21,CRONOS 1.0 6V FLEX,9988,0
FIAT,21,CRONOS 1.8 16V FLEX AUT.,9590,0
FIAT,21,CRONOS DRIVE 1.0 6V FLEX,9989,0
FIAT,21,CRONOS DRIVE 1.3 8V FLEX AUT.,9990,0
FIAT,21,CRONOS PRECISION 1.3 8V FLEX AUT.,10394,0
FIAT,21,DOBLO 1.4 MPI FIRE FLEX 8V 4P,5104,0
FIAT,21,DUCATO CARGO 2.2 DIESEL (E6),10659,0
FIAT,21,DUCATO MAXICARGO 2.2 DIESEL (E6),10660,0
FIAT,21,DUCATO MINIBUS 2.2 COMF.19L DIESEL (E6),10661,0
FIAT,21,DUCATO MINIBUS 2.2 EXEC. 17L DIESEL (E6),10662,0
FIAT,21,DUCATO MULTI 2.2 DIESEL (E6),10663,0
FIAT,21,DUCATO VAN 2.5 DIESEL,462,0
FIAT,21,E-SCUDO (ELÉTRICO),10369,0
FIAT,21,FASTBACK 1.0 200 TURBO FLEX AUT,10754,0
FIAT,21,FASTBACK ABARTH TURBO FLEX 1.3 AUT.,10881,0
FIAT,21,FASTBACK AUDACE 1.0 200 T. FLEX AUT,10101,0
FIAT,21,FASTBACK AUDACE 200 TB AUT (HIBRÍDO),11262,0
FIAT,21,FASTBACK IMPETUS 1.0 200 T. FLEX AUT,10102,0
FIAT,21,FASTBACK IMPETUS 200 T. AUT (HIBRÍDO),11263,0
FIAT,21,FASTBACK LIMITED ED.1.3 270 T.FLEX AUT.,10103,0
FIAT,21,FASTBACK TRIBUTO 125 1.0 TURB. FLEX AUT,11264,0
FIAT,21,FIORINO ENDURANCE 1.3 FLEX 8V 2P,11376,0
FIAT,21,FIORINO ENDURANCE EVO 1.4 FLEX 8V 2P,9194,0
FIAT,21,FIORINO WORKING 1.4 FLEX 8V 2P,9208,0
FIAT,21,GRAND SIENA 1.0 EVO FLEX 8V 4P,9209,0
FIAT,21,GRAND SIENA 1.4 EVO FLEX 8V 4P,9210,0
FIAT,21,LINEA 1.9/ HLX 1.9/1.8 FLEX DUALOGIC 4P,4750,0
FIAT,21,MOBI TREKKING 1.0 FLEX 5P.,9228,0
FIAT,21,OGGI,504,0
FIAT,21,PALIO ELX 1.3 MPI FIRE 16V 4P,522,0
FIAT,21,PALIO WEEKEND ELX 1.3 MPI FIRE 16V,550,0
FIAT,21,PULSE ABARTH 1.3 TURBO 16V FLEX AUT.,10219,0
FIAT,21,PULSE AUDACE 1.0 TURBO 200 FLEX AUT.,9645,0
FIAT,21,PULSE AUDACE TURBO 200 AUT. (HIBRÍDO),11269,0
FIAT,21,PULSE DRIVE 1.0 TURBO 200 FLEX AUT.,9646,0
FIAT,21,PULSE DRIVE 1.3 8V FLEX AUT.,9647,0
FIAT,21,PULSE DRIVE 1.3 8V FLEX MEC.,9648,0
FIAT,21,PULSE IMPETUS 1.0 TURBO 200 FLEX AUT.,9649,0
FIAT,21,PULSE IMPETUS T. 200 AUT. (HIBRÍDO),11270,0
FIAT,21,PULSE TRIBUTO 125 1.0 TB. 200 FLEX AUT.,11271,0
FIAT,21,SCUDO CARGO 1.5 16V TURBO DIESEL,9919,0
FIAT,21,SCUDO MULTI 1.5 16 V TURBO DIESEL,9920,0
FIAT,21,STILO DUALOGIC 1.8 ATTRACTIVE FLEX 8V 5P,10065,0
FIAT,21,STRADA ADV.1.8 16V LOCKER DUAL. FLEX CE,6636,0
FIAT,21,STRADA ADVENTURE EXT. 1.8 DUAL. FLEX CD,7455,0
FIAT,21,STRADA ENDURANCE 1.3 FLEX 8V CS PLUS,11109,0
FIAT,21,STRADA ENDURANCE 1.4 FLEX 8V CD,9108,0
FIAT,21,STRADA ENDURANCE 1.4 FLEX 8V CS PLUS,9109,0
FIAT,21,STRADA FREEDOM 1.3 FLEX 8V CD,9111,0
FIAT,21,STRADA FREEDOM 1.3 FLEX 8V CS PLUS,9110,0
FIAT,21,STRADA OPENING EDITION 1.3 FLEX 8V CD,9229,0
FIAT,21,STRADA RANCH 1.0 FLEX TURBO CD AUT.,10836,0
FIAT,21,STRADA RANCH 1.3 FLEX 8V CD AUT.,9723,0
FIAT,21,STRADA/ STRADA WORKING 1.5 MPI 8V CE,616,0
FIAT,21,STRADA/ STRADA WORKING 1.5 MPI 8V CS,617,0
FIAT,21,STRADA TREKKING 1.6 16V LOCKER FLEX CD,7227,0
FIAT,21,STRADA ULTRA 1.0 FLEX TURBO CD AUT.,10837,0
FIAT,21,STRADA VOLCANO 1.3 FLEX 8V CD AUT.,9724,0
FIAT,21,STRADA VOLC.TRIBUTO 125 1.3 FLEX CD AUT.,11279,0
FIAT,21,TITANO ENDURANCE 2.2 16V 4X4 TB DIE. MEC,10999,0
FIAT,21,TITANO RANCH 2.2 16V 4X4 TB DIESEL AUT.,11000,0
FIAT,21,TITANO VOLCANO 2.2 16V 4X4 TB DIE. AUT.,11001,0
FIAT,21,TORO ENDURANCE 1.3 T270 4X2 FLEX AUT.,9493,0
FIAT,21,TORO FREEDOM 1.3 T270 4X2 FLEX AUT.,9494,0
FIAT,21,TORO FREEDOM 2.0 16V 4X4 TB DIESEL AUT.,10069,0
FIAT,21,TORO RANCH 2.0 16V 4X4 TB DIESEL AUT.,10070,0
FIAT,21,TORO RANCH 2.2 16V 4X4 TB DIESEL AUT.,11346,0
FIAT,21,TORO ULTRA 1.3 16V 4X2 TB FLEX AUT.,11347,0
FIAT,21,TORO ULTRA 2.0 16V 4X4 TB DIESEL AUT.,10071,0
FIAT,21,TORO VOLCANO 1.3 T270 4X2 FLEX AUT.,9495,0
FIAT,21,TORO VOLCANO 2.2 16V 4X4 TB DIESEL AUT.,11348,0
FIAT,21,TORO VOL. TRIBUTO 125 1.3 T270 FLEX AUT.,11280,0
FIAT,21,UNO CIAO 1.0 FIRE FLEX 8V 5P,9725,0
FIAT,21,UNO MILLE ELX 2P E 4P,643,0
FIBRAVAN,149,BUGGY OFF ROAD 1.6 8V,10806,0
FORD,22,BRONCO SPORT WILDTRAK 2.0 TB 16V AWD AUT,9452,0
FORD,105,CARGO 1731 R 4X2 2P (DIESEL)(E5),8262,2
FORD,105,CARGO 1731 TRACTOR 2P (DIESEL)(E5),8263,2
FORD,105,CARGO 2431 E 6X2 TURBO 2P (DIESEL)(E5),8264,2
FORD,105,CARGO 2631 E 6X4 TURBO 2P (DIESEL)(E5),8265,2
FORD,105,CARGO 3031 E 8X2 TURBO 2P (DIESEL)(E5),8266,2
FORD,105,CARGO 3131 E 6X4 TURBO 2P (DIESEL)(E5),8267,2
FORD,105,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),5971,2
FORD,22,CONTOUR SE/ GL/ LX 2.0 16V,661,0
FORD,22,ECOSPORT SE DIRECT 1.5 FLEX 5P AUT.,9593,0
FORD,22,EDGE SEL 3.5 V6 24V FWD AUT.,5742,0
FORD,22,F-1000 SR XK DESERTER DIESEL,728,0
FORD,22,F-150 LARIAT 4X4 5.0 V8,10398,0
FORD,22,F-150 LARIAT BLACK 4X4 5.0 V8,11223,0
FORD,22,F-150 PLATINUM 4X4 5.0 V8,10399,0
FORD,105,F-350 TROPICAMPO CD 3.9 TDI (DIESEL),4268,2
FORD,22,FIESTA 1.3 3P E 5P,771,0
FORD,22,FIESTA SEL 1.6 16V FLEX AUT. 5P,7659,0
FORD,105,F-MAXX 1723 E TURBO 228CV 6P (DIE.)(E5),9159,2
FORD,22,FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V 5P,796,0
FORD,22,FOCUS GHIA 2.0 16V/ 2.0 16V FLEX 5P AUT,800,0
FORD,22,FOCUS SED. TI./TI.PLUS 2.0 16V FLEX AUT,5450,0
FORD,22,FOCUS TITA/TITA PLUS 2.0 FLEX 5P AUT.,5451,0
FORD,22,FUSION 2.5 16V 193CV AUT. (HÍBRIDO),10006,0
FORD,22,FUSION SEL 2.3 16V 162CV AUT.,4061,0
FORD,22,FUSION SEL 3.0 V6 24V 243CV AUT.,5622,0
FORD,22,FUSION TITANIUM 2.0 145CV AUT. (HÍBRIDO),10007,0
FORD,22,MAVERICK LARIAT FX4 2.0 ECOBOOST AUT.,9744,0
FORD,22,MAVERICK LARIAT HYBRID 2.5 AUT.,10758,0
FORD,22,MUSTANG GT PERFORMANCE 5.0 V8,10993,0
FORD,22,MUSTANG MACH 1 5.0 V8,9354,0
FORD,22,MUSTANG MACH-E GT PERFORMANCE (ELÉTRICO),10868,0
FORD,22,RANGER BLACK 2.0 4X2 CD TB DIESEL AUT.,11234,0
FORD,22,RANGER BLACK 2.2 4X2 CD DIESEL AUT.,9359,0
FORD,22,RANGER FX4 3.2 20V 4X4 CD DIESEL AUT.,9772,0
FORD,22,RANGER LIMITED 3.0 V6 4X4 CD TB DIE. AUT,10761,0
FORD,22,RANGER LIMITED+ 3.0 V6 4X4 CD TB DIE AUT,10762,0
FORD,22,RANGER LIMITED 3.2 4X4 CD DIESEL AUT.,10741,0
FORD,22,RANGER RAPTOR 3.0 V6 BI-TURBO 4WD AUT.,10891,0
FORD,22,RANGER STORM 3.2 20V 4X4 CD DIESEL AUT.,9080,0
FORD,22,RANGER XL 2.0 4X4 CD DIESEL MEC.,10828,0
FORD,22,RANGER XLS 2.0 4X2 CD DIESEL AUT.,10829,0
