"descricao","fipeid_marca","","fipeid_modelo","tipoveiculo"
GM - CHEVROLET,"23",ASTRA SED.ELITE 2.0 MPFI FLEXPOWER 8V 4P,"956",0
GM - CHEVROLET,"23",ASTRA SEDAN 1.8 MPFI 8V 4P (TAXI),"957",0
GM - CHEVROLET,"23",ASTRA SEDAN 2.0/ CD 2.0 MPFI 8V 4P AUT.,"958",0
GM - CHEVROLET,"23",ASTRA SEDAN 2.0/CD/ EXPRES.GLS 2.0 8V 4P,"959",0
GM - CHEVROLET,"23",ASTRA SEDAN 2.0/CD/ GLS/ ADV. 2.0 16V 4P,"960",0
GM - CHEVROLET,"23",ASTRA SEDAN COMFORT 1.8 MPFI 8V 4P,"961",0
GM - CHEVROLET,"23",ASTRA SEDAN/ ASTRA GL SEDAN 1.8 MPFI 4P,"962",0
GM - CHEVROLET,"23",BLAZER JIMMY 4.3 V6,"964",0
GM - CHEVROLET,"23",BLAZER S-10 4.3 V6,"965",0
GM - CHEVROLET,"23",BLAZER SS-10 4.3 V6,"966",0
GM - CHEVROLET,"23",BONANZA S / LUXE 4.0 DIESEL TURBO,"967",0
GM - CHEVROLET,"23",BONANZA S / LUXE 4.1,"968",0
GM - CHEVROLET,"23",BRASINCA BLAZER CD 4.0 DIESEL,"969",0
GM - CHEVROLET,"23",BRASINCA BLAZER CD 4.1,"970",0
GM - CHEVROLET,"23",C-10 2.5/4.1,"971",0
GM - CHEVROLET,"23",C-10 CD 2.5/ 4.1,"972",0
GM - CHEVROLET,"23",C-10 DE LUXE 2.5/4.1,"973",0
GM - CHEVROLET,"23",C-10 DE LUXE CD 2.5/ 4.1,"974",0
GM - CHEVROLET,"23",C-20 CUSTOM DE LUXE 4.1,"975",0
GM - CHEVROLET,"23",C-20 CUSTOM DE LUXE CD 4.1,"976",0
GM - CHEVROLET,"23",C-20 CUSTOM STD. 4.1,"977",0
GM - CHEVROLET,"23",C-20 CUSTOM STD. CD 4.1,"978",0
GM - CHEVROLET,"23",CALIBRA 16V,"979",0
GM - CHEVROLET,"23",CAMARO FIFTY 6.2 V8 16V 461CV,"7790",0
GM - CHEVROLET,"23",CAMARO RS 5.0 V8,"980",0
GM - CHEVROLET,"23",CAMARO SPORT 5.0 CONV.,"981",0
GM - CHEVROLET,"23",CAMARO SS 6.2 V8 16V,"5415",0
GM - CHEVROLET,"23",CAMARO SS CONVERSÍVEL 6.2 V8 16V,"6887",0
GM - CHEVROLET,"23",CAMARO Z-28 TARGA/CONV. 5.7,"982",0
GM - CHEVROLET,"23",CAPRICE 4.3 V8,"983",0
GM - CHEVROLET,"23",CAPRICE SW 4.3 V8,"984",0
GM - CHEVROLET,"23",CAPRICE VICTORIA,"985",0
GM - CHEVROLET,"23",CAPTIVA SPORT AWD 3.0 V6 24V 268CV,"5466",0
GM - CHEVROLET,"23",CAPTIVA SPORT AWD 3.6 V6 24V 261CV 4X4,"4734",0
GM - CHEVROLET,"23",CAPTIVA SPORT FWD 2.4 16V 171/185CV,"4841",0
GM - CHEVROLET,"23",CAPTIVA SPORT FWD 3.0 V6 24V 268CV 4X2,"5467",0
GM - CHEVROLET,"23",CAPTIVA SPORT FWD 3.6 V6 24V 261CV 4X2,"4735",0
GM - CHEVROLET,"23",CARAVAN COMODORO 4.1/2.5,"986",0
GM - CHEVROLET,"23",CARAVAN DIPLOMATA 4.1/2.5,"987",0
GM - CHEVROLET,"23",CARAVAN L/SL/S/SS 2.5/4.1/4.2,"988",0
GM - CHEVROLET,"23",CAVALIER 3.1 CONV.,"989",0
GM - CHEVROLET,"23",CAVALIER L 2.0,"990",0
GM - CHEVROLET,"23",CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,"991",0
GM - CHEVROLET,"23",CELTA 1.0/SUPER/N.PIQ.1.0 MPFI VHC 8V 3P,"992",0
GM - CHEVROLET,"23",CELTA 1.4/ SUPER/ ENERGY 1.4 8V 85CV 3P,"993",0
GM - CHEVROLET,"23",CELTA 1.4/ SUPER/ ENERGY 1.4 8V 85CV 5P,"994",0
GM - CHEVROLET,"23",CELTA ADVANTAGE 1.0 8V FLEXPOWER 5P,"6611",0
GM - CHEVROLET,"23",CELTA LIFE 1.0 MPFI VHC 8V 3P,"997",0
GM - CHEVROLET,"23",CELTA LIFE 1.0 MPFI VHC 8V 5P,"998",0
GM - CHEVROLET,"23",CELTA LIFE 1.4 MPFI 8V 85CV 3P,"999",0
GM - CHEVROLET,"23",CELTA LIFE 1.4 MPFI 8V 85CV 5P,"1000",0
GM - CHEVROLET,"23",CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,"995",0
GM - CHEVROLET,"23",CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,"996",0
GM - CHEVROLET,"23",CELTA SPIRIT 1.0 MPFI 8V FLEXPOWER 3P,"1001",0
GM - CHEVROLET,"23",CELTA SPIRIT 1.0 MPFI VHC 8V 3P,"1003",0
GM - CHEVROLET,"23",CELTA SPIRIT 1.0 MPFI VHC 8V 5P,"1004",0
GM - CHEVROLET,"23",CELTA SPIRIT 1.4 MPFI 8V 85CV 3P,"1005",0
GM - CHEVROLET,"23",CELTA SPIRIT 1.4 MPFI 8V 85CV 5P,"1006",0
GM - CHEVROLET,"23",CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,"1002",0
GM - CHEVROLET,"23",CELTA SUPER 1.0 MPFI 8V FLEXPOWER 3P,"1007",0
GM - CHEVROLET,"23",CELTA SUPER 1.0 MPFI 8V FLEXPOWER 5P,"1008",0
GM - CHEVROLET,"23",CHEVETTE JUNIOR 1.0,"1009",0
GM - CHEVROLET,"23",CHEVETTE L / SL / SL/E / DL / SE 1.6,"1010",0
GM - CHEVROLET,"23",CHEVY 500 DL / SL / SE/ FURGÃO 1.6,"1011",0
GM - CHEVROLET,"23",CHEYNNE 4.3 V6,"1012",0
GM - CHEVROLET,"23",CLASSIC ADVANTAGE 1.0 VHC FLEXPOWER 4P,"6747",0
GM - CHEVROLET,"23",CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,"4924",0
GM - CHEVROLET,"23",COBALT ADVANTAGE 1.4 MPFI 8V F.POWER 4P,"6584",0
GM - CHEVROLET,"23",COBALT ADVANTAGE 1.8 8V ECO.FLEX 4P AUT.,"6585",0
GM - CHEVROLET,"23",COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.,"7456",0
GM - CHEVROLET,"23",COBALT GRAPHITE 1.8 8V ECONO.FLEX 4P AUT,"7257",0
GM - CHEVROLET,"23",COBALT GRAPHITE 1.8 8V ECONO.FLEX 4P MEC,"7258",0
GM - CHEVROLET,"23",COBALT LS 1.4 8V FLEXPOWER 4P,"5723",0
GM - CHEVROLET,"23",COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,"5724",0
GM - CHEVROLET,"23",COBALT LT 1.8 8V ECONO.FLEX 4P AUT.,"6172",0
GM - CHEVROLET,"23",COBALT LT 1.8 8V ECONO.FLEX 4P MEC.,"6173",0
GM - CHEVROLET,"23",COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,"5725",0
GM - CHEVROLET,"23",COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.,"6174",0
GM - CHEVROLET,"23",COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,"6175",0
GM - CHEVROLET,"23",COBALT 1.8 8V ECONO.FLEX 4P AUT.(PCD),"8711",0
GM - CHEVROLET,"23",CORSA FURGÃO 1.6 MPFI POWERTECH 92CV,"1013",0
GM - CHEVROLET,"23",CORSA GL 1.6 MPFI / 1.4 EFI 2P E 4P,"1014",0
GM - CHEVROLET,"23",CORSA GLS 1.6 MPFI 5P,"1015",0
GM - CHEVROLET,"23",CORSA GSI 16V,"1016",0
GM - CHEVROLET,"23",CORSA HAT. JOY 1.0/ 1.0 FLEXPOWER 8V 5P,"1017",0
GM - CHEVROLET,"23",CORSA HAT. JOY 1.8 MPFI 8V FLEXPOWER 5P,"1018",0
GM - CHEVROLET,"23",CORSA HAT. MAXX 1.0/ 1.0 FLEXPOWER 8V 5P,"1019",0
GM - CHEVROLET,"23",CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P,"4379",0
GM - CHEVROLET,"23",CORSA HAT. MAXX 1.8 MPFI 8V FLEXPOWER 5P,"1020",0
GM - CHEVROLET,"23",CORSA HAT. PREM. 1.0/1.0 FLEXPOWER 8V 5P,"1021",0
GM - CHEVROLET,"23",CORSA HAT. PREMIUM 1.4 8V ECONOFLEX 5P,"4380",0
GM - CHEVROLET,"23",CORSA HAT. SS 1.8 MPFI 8V FLEXPOWER 5P,"3818",0
GM - CHEVROLET,"23",CORSA HAT.PREMIUM 1.8 MPFI 8V F.POWER 5P,"1022",0
GM - CHEVROLET,"23",CORSA HATCHBACK 1.0 MPFI 8V 71CV 5P,"1023",0
GM - CHEVROLET,"23",CORSA HATCHBACK 1.8 MPFI 8V 102CV 5P,"1024",0
GM - CHEVROLET,"23",CORSA HATCHBACK 1.8 MPFI FLEXPOWER 8V 5P,"1025",0
GM - CHEVROLET,"23",CORSA PICK-UP GL/ CHAMP 1.6 MPFI / EFI,"1026",0
GM - CHEVROLET,"23",CORSA PICK-UP SPORT 1.6 MPFI,"1027",0
GM - CHEVROLET,"23",CORSA PICK-UP STD/ RODEIO 1.6 MPFI,"1028",0
GM - CHEVROLET,"23",CORSA SED CLAS.SPIRIT 1.6MPFI VHC 8V AUT,"1029",0
GM - CHEVROLET,"23",CORSA SED CLAS.SUPER 1.6MPFI VHC 8V AUT,"1030",0
GM - CHEVROLET,"23",CORSA SED CLASS.LIFE 1.0/1.0 FLEXPOWER,"1031",0
GM - CHEVROLET,"23",CORSA SED CLASS.SPIRIT 1.0/1.0 FLEXPOWER,"1033",0
GM - CHEVROLET,"23",CORSA SED CLASS.SUPER 1.0/1.0 FLEXPOWER,"1035",0
GM - CHEVROLET,"23",CORSA SED CLASSIC LIFE 1.6 MPFI VHC 8V,"1032",0
GM - CHEVROLET,"23",CORSA SED CLASSIC SPIRIT 1.6 MPFI VHC 8V,"1034",0
GM - CHEVROLET,"23",CORSA SED CLASSIC SUPER 1.6 MPFI VHC 8V,"1036",0
GM - CHEVROLET,"23",CORSA SED. JOY 1.0/ 1.0 FLEXPOWER 8V 4P,"1037",0
GM - CHEVROLET,"23",CORSA SED. JOY 1.8 MPFI 8V FLEXPOWER,"1038",0
GM - CHEVROLET,"23",CORSA SED. MAXX 1.0/ 1.0 FLEXPOWER 8V 4P,"1039",0
GM - CHEVROLET,"23",CORSA SED. MAXX 1.4 8V ECONOFLEX 4P,"4381",0
GM - CHEVROLET,"23",CORSA SED. MAXX 1.8 MPFI 8V FLEXPOWER,"1040",0
GM - CHEVROLET,"23",CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,"4382",0
GM - CHEVROLET,"23",CORSA SED. PREMIUM 1.8 MPFI 8V FLEXPOWER,"1042",0
GM - CHEVROLET,"23",CORSA SED.PREM. 1.0/ 1.0 FLEXPOWER 8V 4P,"1041",0
GM - CHEVROLET,"23",CORSA SED.WIND 1.0/MILLENIUM/CLASSIC VHC,"1043",0
GM - CHEVROLET,"23",CORSA SEDAN 1.0 MPFI 8V 71CV 4P,"1044",0
GM - CHEVROLET,"23",CORSA SEDAN 1.8 MPFI 8V  102CV 4P,"1045",0
GM - CHEVROLET,"23",CORSA SEDAN 1.8 MPFI FLEXPOWER 8V 4P,"1046",0
GM - CHEVROLET,"23",CORSA SEDAN GL 1.6  MPFI 4P,"1047",0
GM - CHEVROLET,"23",CORSA SEDAN GLS 1.6 16V MPFI 4P,"1048",0
GM - CHEVROLET,"23",CORSA SEDAN GLS 1.6 MPFI 4P,"1049",0
GM - CHEVROLET,"23",CORSA SEDAN SUPER 1.0 MPFI 16V 4P,"1050",0
GM - CHEVROLET,"23",CORSA SEDAN SUPER 1.0 MPFI 4P,"1051",0
GM - CHEVROLET,"23",CORSA SEDAN SUPER MILENIUM 1.0 MPFI 16V,"1052",0
GM - CHEVROLET,"23",CORSA SEDAN SUP./CLASSIC 1.6 8V AUT/MEC,"1053",0
GM - CHEVROLET,"23",CORSA SUPER 1.0 MPFI / 2P E 4P,"1054",0
GM - CHEVROLET,"23",CORSA SUPER 1.0 MPFI 16V 3P,"1055",0
GM - CHEVROLET,"23",CORSA SUPER 1.0 MPFI 16V 5P,"1056",0
GM - CHEVROLET,"23",CORSA SUPER 1.6 MPFI 8V 5P,"1057",0
GM - CHEVROLET,"23",CORSA WAGON GL 1.6 MPFI 4P,"1058",0
GM - CHEVROLET,"23",CORSA WAGON GLS 1.6 16V MPFI 4P,"1059",0
GM - CHEVROLET,"23",CORSA WAGON GLS 1.6 8V 4P,"1060",0
GM - CHEVROLET,"23",CORSA WAGON SUPER 1.0 MPFI 16V,"1061",0
GM - CHEVROLET,"23",CORSA WAGON SUPER 1.6 MPFI 8V,"1062",0
GM - CHEVROLET,"23",CORSA WIND 1.0 MPF/MILLENIUMI/ EFI 4P,"1063",0
GM - CHEVROLET,"23",CORSA WIND 1.0 MPFI / EFI  2P,"1064",0
GM - CHEVROLET,"23",CORSA WIND 1.6 MPFI 2P,"1065",0
GM - CHEVROLET,"23",CORSA WIND 1.6 MPFI 4P,"1066",0
GM - CHEVROLET,"23",CORSA WIND PIQUET/ CHAMP 1.0 MPFI 2P,"1067",0
GM - CHEVROLET,"23","CORVETTE 5.7/ 6.0, 6.2 CONV./STINGRAY","1068",0
GM - CHEVROLET,"23","CORVETTE 5.7/ 6.0, 6.2 TARGA/STINGRAY","1069",0
GM - CHEVROLET,"23",CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT,"5975",0
GM - CHEVROLET,"23",CRUZE HB SPORT LT 1.8 16V FLEXP. 5P MEC,"5976",0
GM - CHEVROLET,"23",CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT,"5977",0
GM - CHEVROLET,"23",CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P MEC,"5978",0
GM - CHEVROLET,"23",CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,"7618",0
GM - CHEVROLET,"23",CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,"5635",0
GM - CHEVROLET,"23",CRUZE LT 1.8 16V FLEXPOWER 4P MEC.,"5636",0
GM - CHEVROLET,"23",CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,"7619",0
GM - CHEVROLET,"23",CRUZE LTZ 1.8 16V FLEXPOWER 4P AUT.,"5637",0
GM - CHEVROLET,"23",CRUZE SPORT LT 1.4 16V TB FLEX 5P AUT.,"7827",0
GM - CHEVROLET,"23",CRUZE SPORT LTZ 1.4 16V TB FLEX 5P AUT.,"7828",0
GM - CHEVROLET,"23",CRUZE BLACK BOW TIE 1.4 TB FLEX 4P AUT,"8573",0
GM - CHEVROLET,"23",CRUZE HB BLACK BOW TIE 1.4 TB FLEX AUT.,"8574",0
GM - CHEVROLET,"23",CRUZE PREMIER 1.4 16V TB FLEX AUT.,"8885",0
GM - CHEVROLET,"23",CRUZE SPORT PREMIER 1.4 16V TB FLEX AUT.,"8886",0
GM - CHEVROLET,"23",D-10 CD DIESEL,"1070",0
GM - CHEVROLET,"23",D-10 DIESEL,"1071",0
GM - CHEVROLET,"23",D-20 4.0 CHAMP/CONQUEST/EL CAMINHO DIES.,"1072",0
GM - CHEVROLET,"23",D-20 CD LX S4T/TRO.PLUS/LX 3.9/4.0 TDIES,"1073",0
GM - CHEVROLET,"23",D-20 S / EL CAMINHO 3.9/4.0 CD T.DIES,"1076",0
GM - CHEVROLET,"23",D-20 S / LUXE 3.9/4.0 DIESEL,"1074",0
GM - CHEVROLET,"23",D-20 S / LUXE 3.9/4.0 T.DIESEL,"1075",0
GM - CHEVROLET,"23",D-20 S 3.9/4.0 TURBO DIESEL,"1077",0
GM - CHEVROLET,"23",EQUINOX LT 2.0 TURBO 262CV AUT.,"8150",0
GM - CHEVROLET,"23",EQUINOX PREMIER 2.0 TURBO AWD 262CV AUT.,"8080",0
GM - CHEVROLET,"23",GRAND BLAZER SILVERADO  DLX 4.1 MPFI,"1185",0
GM - CHEVROLET,"23",IPANEMA GL 1.8 MPFI / EFI /SL 4P,"1078",0
GM - CHEVROLET,"23",IPANEMA GL/ FLAIR 2.0 MPFI / EFI 4P,"1079",0
GM - CHEVROLET,"23",IPANEMA GLS/SLE 2.0EFI /SL/E1.8/SOL/WAVE,"1080",0
GM - CHEVROLET,"23",JOY HATCH 1.0 8V BLACK EDITION FLEX MEC.,"8821",0
GM - CHEVROLET,"23",JOY HATCH 1.0 8V FLEX 5P MEC.,"8822",0
GM - CHEVROLET,"23",JOY PLUS 1.0 8V 4P FLEX MEC.,"8887",0
GM - CHEVROLET,"23",JOY PLUS BLACK ED.1.0 8V 4P FLEX MEC.,"8888",0
GM - CHEVROLET,"23",KADETT GL 2.0 MPFI / EFI,"1081",0
GM - CHEVROLET,"23",KADETT GL/SL/LITE/TURIM 1.8,"1082",0
GM - CHEVROLET,"23",KADETT GLS 1.8 EFI / SL/E 1.8,"1083",0
GM - CHEVROLET,"23",KADETT GLS 2.0 MPFI,"1084",0
GM - CHEVROLET,"23",KADETT GSI / GS 2.0,"1085",0
GM - CHEVROLET,"23",KADETT GSI 2.0 CONVERSÍVEL,"1086",0
GM - CHEVROLET,"23",KADETT SPORT 2.0 MPFI / EFI,"1087",0
GM - CHEVROLET,"23",LUMINA LUMINA,"1088",0
GM - CHEVROLET,"23",MALIBU LTZ 2.4 16V 171CV 4P,"5276",0
GM - CHEVROLET,"23",MARAJO SL/SLE/SE,"1089",0
GM - CHEVROLET,"23",MERIVA 1.8/ CD 1.8 MPFI 16V 122CV 5P,"1090",0
GM - CHEVROLET,"23",MERIVA 1.8/ CD 1.8 MPFI 8V 102CV 5P,"1091",0
GM - CHEVROLET,"23",MERIVA 1.8/ CD 1.8 MPFI FLEXPOWER 8V,"1092",0
GM - CHEVROLET,"23",MERIVA COLLECTION 1.4 8V ECONOFLEX 5P,"6058",0
GM - CHEVROLET,"23",MERIVA EXPRES.EASYTRONIC 1.8 FLEXPOWER,"4767",0
GM - CHEVROLET,"23",MERIVA JOY 1.4 MPFI 8V ECONOFLEX 5P,"4768",0
GM - CHEVROLET,"23",MERIVA JOY 1.8 MPFI 8V FLEXPOWER,"1093",0
GM - CHEVROLET,"23",MERIVA MAXX 1.4 MPFI 8V ECONOFLEX 5P,"4769",0
GM - CHEVROLET,"23",MERIVA MAXX 1.8 MPFI 8V FLEXPOWER,"1094",0
GM - CHEVROLET,"23",MERIVA PREM.EASYTRONIC 1.8 FLEXPOWER 5P,"4475",0
GM - CHEVROLET,"23",MERIVA PREMIUM 1.8 MPFI 8V FLEXPOWER,"1095",0
GM - CHEVROLET,"23",MERIVA SS 1.8 MPFI 8V FLEXPOWER 5P,"3819",0
GM - CHEVROLET,"23",MERIVA SS EASYTRONIC 1.8 FLEXPOWER 5P,"4770",0
GM - CHEVROLET,"23",MONTANA SPORT 1.8 MPFI FLEXPOWER 8V,"1096",0
GM - CHEVROLET,"23",MONTANA 1.4 8V CONQUEST ECONOFLEX  2P,"4383",0
GM - CHEVROLET,"23",MONTANA 1.8/ 1.8 CONQUEST FLEXPOWER 8V,"1097",0
GM - CHEVROLET,"23",MONTANA ARENA 1.4 ECONOFLEX  8V 2P,"5107",0
GM - CHEVROLET,"23",MONTANA COMBO 1.4 8V ECONOFLEX,"5030",0
GM - CHEVROLET,"23",MONTANA LS 1.4 ECONOFLEX 8V 2P,"5416",0
GM - CHEVROLET,"23",MONTANA LS COMBO 1.4 8V ECONOFLEX 2P,"6204",0
GM - CHEVROLET,"23",MONTANA OFF ROAD 1.8 MPFI FLEXPOWER 8V,"1098",0
GM - CHEVROLET,"23",MONTANA SPORT 1.4 ECONOFLEX 8V 2P,"5108",0
GM - CHEVROLET,"23",MONZA 1.6I/1.8I (RESTANTE),"1099",0
GM - CHEVROLET,"23",MONZA CLASS 1.8/ 2.0,"1100",0
GM - CHEVROLET,"23",MONZA CLASSIC SE 2.0 /MPFI E EFI 2P E 4P,"1101",0
GM - CHEVROLET,"23",MONZA CLASSIC/ SL/E/SR 1.8,"1102",0
GM - CHEVROLET,"23",MONZA GL 1.8 EFI/ SL/ L/ 650/BARC. 2E4P,"1103",0
GM - CHEVROLET,"23",MONZA GL 2.0 EFI/SL/L/650/CLUB/BARC.2E4P,"1104",0
GM - CHEVROLET,"23",MONZA GLS/ HI-TECH 2.0 EFI 2P E 4P,"1105",0
GM - CHEVROLET,"23",MONZA SL/E SR 2.0,"1106",0
GM - CHEVROLET,"23",OMEGA CD 3.8 V6,"1108",0
GM - CHEVROLET,"23",OMEGA CD 4.1 / 3.0,"1109",0
GM - CHEVROLET,"23",OMEGA CD/ FITTIPALDI 3.6 V6 24V 4P,"1107",0
GM - CHEVROLET,"23",OMEGA DIAMOND,"1110",0
GM - CHEVROLET,"23",OMEGA GL 2.0/ 2.2,"1111",0
GM - CHEVROLET,"23",OMEGA GLS 2.2 / 2.0,"1112",0
GM - CHEVROLET,"23",OMEGA GLS 4.1,"1113",0
GM - CHEVROLET,"23",ONIX LOLLAPALOOZA 1.0 F.POWER 5P MEC.,"6748",0
GM - CHEVROLET,"23",ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,"7689",0
GM - CHEVROLET,"23",ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,"7690",0
GM - CHEVROLET,"23",ONIX HATCH EFFECT 1.4 8V F.POWER 5P MEC.,"7120",0
GM - CHEVROLET,"23",ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,"7691",0
GM - CHEVROLET,"23",ONIX HATCH LS 1.0 8V FLEXPOWER 5P MEC.,"6231",0
GM - CHEVROLET,"23",ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,"6232",0
GM - CHEVROLET,"23",ONIX HATCH LT 1.4 8V FLEXPOWER 5P AUT.,"6530",0
GM - CHEVROLET,"23",ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,"6233",0
GM - CHEVROLET,"23",ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,"6531",0
GM - CHEVROLET,"23",ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,"6234",0
GM - CHEVROLET,"23",ONIX HATCH SELEÇÃO 1.0 8V FLEX 5P MEC.,"7259",0
GM - CHEVROLET,"23",ONIX HATCH 1.0 12V FLEX 5P MEC.,"8988",0
GM - CHEVROLET,"23",ONIX HATCH 1.0 12V TB FLEX 5P AUT.,"8889",0
GM - CHEVROLET,"23",ONIX HATCH LT 1.0 12V FLEX 5P MEC.,"8949",0
GM - CHEVROLET,"23",ONIX HATCH LT 1.0 12V TB FLEX 5P AUT.,"8890",0
GM - CHEVROLET,"23",ONIX HATCH LT 1.0 12V TB FLEX 5P MEC.,"8891",0
GM - CHEVROLET,"23",ONIX HATCH LTZ 1.0 12V TB FLEX 5P AUT.,"8892",0
GM - CHEVROLET,"23",ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.,"8893",0
GM - CHEVROLET,"23",ONIX HATCH PREM. 1.0 12V TB FLEX 5P AUT.,"8894",0
GM - CHEVROLET,"23",ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.,"8950",0
GM - CHEVROLET,"23",ONIX HATCH ADVANTAGE 1.4 8V FLEX 5P AUT.,"8239",0
GM - CHEVROLET,"23",ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT,"8823",0
GM - CHEVROLET,"23",ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.,"8824",0
GM - CHEVROLET,"23",ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.,"8825",0
GM - CHEVROLET,"23",ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.,"8826",0
GM - CHEVROLET,"23",ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.,"8827",0
GM - CHEVROLET,"23",ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX MEC.,"8828",0
GM - CHEVROLET,"23",OPALA COMODORO/COMOD. SLE  4.1/2.5,"1114",0
GM - CHEVROLET,"23",OPALA DIPLOMATA/DIPLOM. SLE 4.1/2.5,"1115",0
GM - CHEVROLET,"23",OPALA L/SL/SS/ 2.5/4.1,"1116",0
GM - CHEVROLET,"23",PRISMA SED. MAXX/ LT 1.4 8V ECONOF. 4P,"4188",0
GM - CHEVROLET,"23",PRISMA SED. ADVANT. 1.0 8V FLEXPOWER 4P,"6866",0
GM - CHEVROLET,"23",PRISMA SED. ADVANT. 1.4 8V F.POWER AUT.,"7373",0
GM - CHEVROLET,"23",PRISMA SED. JOY 1.4 8V ECONOFLEX 4P,"4189",0
GM - CHEVROLET,"23",PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P,"4849",0
GM - CHEVROLET,"23",PRISMA SED. LT 1.0 8V FLEXPOWER 4P,"6349",0
GM - CHEVROLET,"23",PRISMA SED. LT 1.4 8V FLEXPOWER 4P,"6350",0
GM - CHEVROLET,"23",PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.,"6532",0
GM - CHEVROLET,"23",PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,"6351",0
GM - CHEVROLET,"23",PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,"6533",0
GM - CHEVROLET,"23",PRISMA SED. MAXX 1.0 8V FLEXPOWER 4P,"4850",0
GM - CHEVROLET,"23",S10 PICK-UP MIDNIGHT 2.8 4X4 CD DIES AUT,"8280",0
GM - CHEVROLET,"23",S10 P.UP 100YEARS 2.8 4X4 CD DIES. AUT.,"8081",0
GM - CHEVROLET,"23",S10 PICK-UP 2.4 MPFI 8V 128CV CD 4P,"1133",0
GM - CHEVROLET,"23",S10 PICK-UP 2.4 MPFI 8V 128CV/ RODEIO,"1134",0
GM - CHEVROLET,"23",S10 PICK-UP 2.5 4X2 CD TB MAX HST DIES,"1135",0
GM - CHEVROLET,"23",S10 PICK-UP 2.5 4X4 CD TB MAX HST DIES.,"1136",0
GM - CHEVROLET,"23",S10 PICK-UP 2.8 4X2 TURBO INTERC. DIES.,"1137",0
GM - CHEVROLET,"23",S10 PICK-UP 4.3 V6,"1138",0
GM - CHEVROLET,"23",S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD,"7791",0
GM - CHEVROLET,"23",S10 PICK-UP BARRETOS 2.2 MPFI 2P,"1139",0
GM - CHEVROLET,"23",S10 PICK-UP CHAMP 4.3 V6,"1140",0
GM - CHEVROLET,"23",S10 PICK-UP DLX 2.4 MPFI 128CV CD 4P,"1144",0
GM - CHEVROLET,"23",S10 PICK-UP EXEC. 2.8 4X2 CD TB INT.DIES,"1145",0
GM - CHEVROLET,"23",S10 PICK-UP EXEC. 2.8 4X4 CD TB INT.DIES,"1146",0
GM - CHEVROLET,"23",S10 PICK-UP EXECUTIVE CD 4.3,"1147",0
GM - CHEVROLET,"23",S10 PICK-UP EXECUTIVE CD 4.3 4X4,"1148",0
GM - CHEVROLET,"23",S10 PICK-UP LS 2.4 F.POWER 4X2 CD,"5885",0
GM - CHEVROLET,"23",S10 PICK-UP LS 2.4 F.POWER 4X2 CS,"5886",0
GM - CHEVROLET,"23",S10 PICK-UP LS 2.8 TDI 4X2 CD DIES. MEC.,"6099",0
GM - CHEVROLET,"23",S10 PICK-UP LS 2.8 TDI 4X2 CS DIES. MEC.,"6100",0
GM - CHEVROLET,"23",S10 PICK-UP LS 2.8 TDI 4X4 CD DIES. MEC.,"6101",0
GM - CHEVROLET,"23",S10 PICK-UP LS 2.8 TDI 4X4 CS DIESEL,"5887",0
GM - CHEVROLET,"23",S10 PICK-UP LT 2.4 F.POWER 4X2 CD,"5888",0
